team_id,TEAM,GP,W,L,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TOV%,eFG%,TS%,PACE,PIE,POSS,season_year,season_type_code,season_type
1610612737,ATL,82,40,42,3956,118.96184166546138,120.10346288874979,-1.1416212232884106,68.22272215973004,1.9057344854673999,20.10774968918359,33.46206269877329,68.25321275583056,50.45327754532776,15.626707712324047,54.57503320053121,57.91895768587138,98.8429888038287,49.782277949740305,8146.309660582216,2024-25,002,regular_season
1610612751,BKN,82,26,56,3956,113.29182477975874,120.95502629346095,-7.663201513702205,66.850291639663,1.6583601286173633,18.563443244274396,32.226066897347174,65.97014925373135,48.46199880311191,16.35166841002667,51.59348441926346,55.20583533173461,92.30883356773707,45.31549329501915,7607.786366540997,2024-25,002,regular_season
1610612738,BOS,82,61,21,3966,124.97418667760735,115.18231364968909,9.791873027918257,62.81863463228831,2.2034943473792397,19.164074511065824,31.753443847770253,69.03285090742017,50.54423344140806,12.754340637435698,56.10268219994582,59.06624042822095,92.33011064822152,53.898523520017925,7628.775392309302,2024-25,002,regular_season
1610612766,CHA,82,19,63,3951,111.34067637828166,120.99157974966438,-9.650903371382725,63.46276257161044,1.5688434303697876,17.6675314365103,33.29643568740315,67.62285445567835,49.94298745724059,16.420747235645855,50.28051450465244,53.71987373523296,94.03441826735808,45.13352073085032,7740.208053631912,2024-25,002,regular_season
1610612741,CHI,82,39,43,3951,118.36298058656321,119.93135134381788,-1.5683707572546695,67.25938470222975,1.9808811305070657,20.122474346589566,28.74043145441893,69.1696113074205,49.45129539540672,14.740234538885666,55.3479125248509,58.49950584268357,99.15062158617314,49.44151252754009,8161.335539311876,2024-25,002,regular_season
1610612739,CLE,82,64,18,3951,126.5298570855103,116.63423269898473,9.895624386525569,63.08871851040526,2.129390018484288,19.829725998629822,32.91984732824427,66.98833034111311,50.474098057354304,13.691899726624877,57.81166039763568,60.7257206434655,96.0058635982343,54.2342730850089,7902.482647429661,2024-25,002,regular_season
1610612742,DAL,82,39,43,3946,119.13477420631925,120.38159264632559,-1.2468184400063365,60.12198663955852,1.7984361424847959,18.402682702189473,30.857415810843086,66.21683440073193,48.919266269424,14.643755351502932,54.94856825132054,58.32552669869048,95.61081395222216,49.617063328666724,7860.005663655596,2024-25,002,regular_season
1610612743,DEN,82,50,32,3971,124.42662470666313,120.41813215147978,4.008492555183352,68.25993555316863,2.1745081266039348,21.3434805826384,34.78154148257241,68.06647204132045,52.163715257417614,14.689428830750273,57.29039271640168,60.38570745557974,96.19465735777041,53.00381396063174,7958.103840993881,2024-25,002,regular_season
1610612765,DET,82,44,38,3961,119.79551673063486,117.82232481742832,1.9731919132065343,61.80416785612332,1.7760459392945036,18.743874692219517,33.848314606741575,67.68306768306768,50.87780490640623,15.418723988453584,54.71275295395899,57.987323729801474,95.80577015908769,50.78120577412963,7905.971991669716,2024-25,002,regular_season
1610612744,GSW,82,48,34,3946,119.48332670326225,116.02560985332862,3.4577168499336324,71.39437462597247,2.0711805555555554,20.3118455686806,34.563236274727714,68.50972947318462,50.981292321817975,14.752925226383507,53.61575822989746,56.82897949040303,94.9857583268436,51.47805483470608,7808.6208824526,2024-25,002,regular_season
